participant,trial,tar_size,sacc_ampl,fix_x_deg,fix_y_deg,tar_x_deg,tar_y_deg,fix_x_px,fix_y_px,tar_x_px,tar_y_px,time_fix_on,time_fix_go,time_tar_on,time_tar_off,time_trial_end
6,87,1.5,10,-10,10,-10.99,0.05,933,453,898,798,2270335,2271301,2271844,2273859,2275359
6,88,4,10,10,-10,6.82,-0.52,1627,1147,1517,818,2275367,2276326,2277209,2279286,2281179
6,89,3,5,0,10,-4.5,7.82,1280,453,1124,529,2281213,2282200,2282584,2284600,2285986
6,90,0.5,5,-10,10,-13.12,6.09,933,453,824,588,2286035,2287353,2288404,2290428,2292428
6,91,5,5,0,0,-4.38,-2.42,1280,800,1128,884,2292443,2293316,2293575,2295666,2296950
6,92,1,10,10,0,0.03,0.82,1627,800,1281,772,2296977,2297933,2298465,2300491,2302009
6,93,2,10,10,-10,14.33,-0.99,1627,1147,1778,834,2302027,2303103,2303858,2305947,2307697
6,94,2,5,-10,10,-6.41,6.52,933,453,1058,573,2307711,2308791,2309424,2311444,2313105
6,95,1,5,0,-10,2.64,-5.76,1280,1147,1372,1000,2313133,2314057,2315102,2317118,2319118
6,96,5,10,0,0,-3.76,9.26,1280,800,1149,478,2319133,2319999,2321009,2323027,2325027
6,97,1,10,10,-10,0.02,-10.7,1627,1147,1281,1172,2325041,2326168,2326549,2328588,2329972
6,98,0.5,10,10,-10,0.23,-7.86,1627,1147,1288,1073,2330001,2331532,2332165,2334194,2335838
6,99,1.5,10,0,-10,8.52,-4.77,1280,1147,1576,966,2335856,2336962,2337465,2339511,2341011
6,100,4,10,0,0,-7.63,-6.46,1280,800,1015,1025,2341061,2342056,2342315,2344391,2345659
6,101,5,10,0,10,-6.89,2.75,1280,453,1041,704,2345695,2346864,2347634,2349657,2351407
6,102,3,5,0,-10,4.99,-9.7,1280,1147,1453,1137,2351424,2352383,2353139,2355166,2356916
6,103,2,5,10,-10,5.79,-12.7,1627,1147,1481,1241,2356966,2358063,2358956,2360989,2362892
6,104,1,5,-10,10,-9.77,5.01,933,453,940,626,2362929,2363905,2364447,2366473,2367973
6,105,1.5,5,10,0,8.21,4.67,1627,800,1565,638,2367997,2369063,2369322,2371432,2372729
6,106,2,5,-10,10,-10.25,5.01,933,453,924,626,2372759,2373947,2374730,2376788,2378538
6,107,3,10,0,0,-6.24,-7.81,1280,800,1063,1071,2378610,2379525,2379780,2381805,2383056
6,108,2,5,0,0,-2.51,-4.32,1280,800,1193,950,2383072,2384072,2384743,2386764,2388429
6,109,1,5,-10,0,-6.64,-3.7,933,800,1050,928,2388475,2389413,2390046,2392072,2393726
6,110,1.5,10,0,-10,9.26,-6.22,1280,1147,1602,1016,2393756,2394759,2395754,2397851,2399851
6,111,4,10,0,0,-6.49,7.61,1280,800,1055,536,2399872,2400901,2401154,2403180,2404430
6,112,5,10,-10,10,-2.25,3.68,933,453,1202,672,2404446,2405637,2406395,2408470,2410254
6,113,1,10,10,0,7.11,9.57,1627,800,1527,468,2570367,2571497,2572280,2574318,2576068
6,114,0.5,5,0,-10,1.48,-5.22,1280,1147,1331,981,2576084,2576955,2577463,2579534,2581065
6,115,3,10,-10,-10,-0.53,-6.78,933,1147,1261,1035,2581084,2581996,2583051,2585063,2587063
6,116,1,5,0,10,-0.48,5.02,1280,453,1263,626,2587071,2588129,2588513,2590529,2591939
6,117,3,10,10,0,7.92,-9.78,1627,800,1555,1140,2591976,2592963,2593265,2595296,2596554
6,118,1,5,10,-10,5.1,-8.99,1627,1147,1457,1112,2596590,2597512,2598396,2600432,2602307
6,119,0.5,5,0,0,-3.93,3.09,1280,800,1143,693,2602323,2603029,2603947,2606013,2607901
6,120,2,5,0,-10,-2.71,-5.8,1280,1147,1186,1001,2607935,2608854,2609737,2611754,2613629
6,121,1.5,5,0,0,-4.64,-1.85,1280,800,1119,864,2613647,2614489,2614745,2616764,2618015
6,122,2,10,10,10,6.98,0.47,1627,453,1522,784,2618031,2618937,2619726,2621740,2623490
6,123,5,5,0,-10,-4.9,-9.01,1280,1147,1110,1113,2623506,2624428,2624718,2626756,2628030
6,124,3,10,-10,10,-16.41,2.32,933,453,710,719,2628056,2629134,2629636,2631713,2633235
6,125,2,5,-10,-10,-11.81,-5.34,933,1147,870,985,2633297,2634228,2635004,2637030,2638781
6,126,1,10,-10,-10,-0.52,-13.2,933,1147,1262,1258,2638795,2639719,2640602,2642705,2644611
6,127,0.5,10,10,10,1.21,14.78,1627,453,1322,287,2644646,2645577,2645974,2647997,2649423
6,128,4,5,-10,0,-7.79,-4.49,933,800,1009,956,2649463,2650385,2651439,2653445,2655445
6,129,4,5,10,0,7.94,4.56,1627,800,1556,642,2655469,2656285,2657168,2659204,2661079
6,130,5,10,10,10,1.66,4.48,1627,453,1338,645,2661101,2662127,2662385,2664410,2665660
6,131,5,10,0,0,-6.03,-7.98,1280,800,1071,1077,2665677,2666482,2667485,2669568,2671569
6,132,4,10,10,-10,15.5,-1.65,1627,1147,1819,857,2671593,2672602,2673284,2675294,2676967
6,133,5,5,0,10,4.63,8.12,1280,453,1441,518,2677001,2677967,2678601,2680627,2682269
6,134,4,5,10,0,5.56,-2.31,1627,800,1473,880,2682292,2683217,2683513,2685542,2686836
6,135,3,10,-10,10,-1.44,4.83,933,453,1230,632,2686859,2687892,2688267,2690351,2691726
6,136,1.5,10,10,-10,0.79,-6.1,1627,1147,1308,1012,2691750,2692575,2692974,2695001,2696414
6,137,2,5,-10,0,-6.29,3.35,933,800,1062,684,2696457,2697375,2697771,2699800,2701214
6,138,1,10,-10,-10,-0.22,-12.06,933,1147,1273,1219,2701263,2702391,2703275,2705301,2707177
6,139,5,10,0,0,-2.85,9.58,1280,800,1181,467,2707200,2708100,2708901,2710933,2712683
6,140,3,5,0,-10,-2.71,-5.8,1280,1147,1186,1001,2712708,2713766,2714274,2716323,2717859
7,1,4,5,0,0,-4.34,2.48,1280,800,1129,714,841113,842921,843930,845946,847947
7,2,1,5,10,0,5.57,2.32,1627,800,1474,719,847964,848820,849705,851720,853596
7,3,2,5,10,10,11.2,5.15,1627,453,1669,621,853607,854695,855329,857345,858970
7,4,0.5,10,10,10,1.32,5.04,1627,453,1326,625,858979,860028,860662,862678,864304
7,5,1.5,10,-10,0,-8.21,9.84,933,800,995,458,864312,865188,865570,867587,868963
7,6,1.5,10,-10,10,-0.03,10.79,933,453,1279,425,868971,869961,870719,872728,874478
7,7,3,10,10,0,6.59,9.4,1627,800,1509,474,874487,875428,875686,877702,878953
7,8,1.5,10,-10,-10,-3.13,-2.74,933,1147,1171,895,878962,880069,881077,883094,885094
7,9,2,10,0,0,-7.17,6.97,1280,800,1031,558,885103,886410,887419,889435,891435
7,10,0.5,5,0,10,4.27,7.39,1280,453,1428,543,891444,892360,892994,895010,896635
7,11,4,5,-10,-10,-5,-10.1,933,1147,1106,1151,896644,897768,898152,900168,901543
7,12,0.5,10,-10,0,-2.54,6.66,933,800,1192,569,901553,902376,902885,904901,906401
7,13,1,5,0,0,-4.96,-0.6,1280,800,1108,821,906410,907251,907634,909651,911026
7,14,0.5,10,10,10,2.26,16.33,1627,453,1358,233,911035,911959,912218,914234,915484
7,15,5,5,10,0,7.39,4.26,1627,800,1537,652,915493,916392,916776,918792,920168
7,16,0.5,5,0,10,3.39,6.32,1280,453,1398,580,920177,921101,921609,923626,925126
7,17,3,5,-10,10,-5.12,11.1,933,453,1102,414,925134,926025,926534,928542,930042
7,18,4,5,-10,0,-7.35,-4.24,933,800,1025,947,930051,930900,931908,933925,935925
7,19,5,10,-10,0,-4.15,-8.11,933,800,1136,1082,935934,936900,937658,939675,941425
7,20,2,5,10,0,5.86,2.81,1627,800,1484,702,941434,942441,943200,945216,946966
7,21,5,10,10,10,1.58,15.4,1627,453,1335,265,946975,947966,948350,950358,951733
7,22,5,5,0,10,3.6,6.53,1280,453,1405,573,951742,952849,953108,955124,956374
7,23,3,10,-10,10,-1.55,4.65,933,453,1226,638,956384,957599,958608,960624,962624
7,24,5,5,-10,0,-5.23,-1.51,933,800,1098,852,962633,963557,964068,966082,967582
7,25,4,10,0,10,1.62,0.13,1280,453,1336,795,967591,968640,969399,971415,973165
7,26,3,10,-10,-10,-0.34,-7.43,933,1147,1268,1058,973174,974498,975382,977390,979265
7,27,2,10,-10,0,-6.59,9.4,933,800,1051,473,979274,980673,980931,982948,984198
7,28,1,10,10,-10,0.79,-13.89,1627,1147,1307,1282,984208,985165,985923,987940,989690
7,29,0.5,5,0,10,-5,9.78,1280,453,1106,460,1156851,1158474,1158983,1161000,1162501
7,30,4,5,10,0,6.15,3.18,1627,800,1493,689,1162516,1163366,1164124,1166142,1167892
7,31,5,5,-10,10,-11.2,5.15,933,453,891,621,1167899,1168974,1169607,1171624,1173250
7,32,1,10,0,-10,4.49,-1.07,1280,1147,1436,837,1173257,1174082,1174465,1176482,1177857
7,33,4,5,-10,0,-5.07,-0.86,933,800,1104,830,1177865,1178806,1179565,1181582,1183332
7,34,0.5,5,0,10,4.93,9.18,1280,453,1451,481,1183340,1184340,1184598,1186615,1187865
7,35,1.5,5,-10,-10,-5.08,-9.14,933,1147,1104,1117,1187873,1188789,1189673,1191690,1193565
7,36,1.5,10,0,10,7.79,3.72,1280,453,1550,671,1193573,1194831,1195840,1197856,1199857
7,37,2,10,10,10,3.09,2.77,1627,453,1387,704,1199864,1200689,1201447,1203465,1205215
7,38,4,5,0,0,-4.99,-0.3,1280,800,1107,810,1205222,1206055,1206814,1208831,1210581
7,39,5,10,-10,-10,-15.96,-1.97,933,1147,726,868,1210589,1211647,1212157,1214173,1215673
7,40,5,10,0,0,-9.8,-1.99,1280,800,940,869,1215680,1216405,1217289,1219306,1221181
7,41,4,5,0,10,4.48,7.79,1280,453,1436,530,1221188,1222288,1223297,1225314,1227314
7,42,1,5,-10,10,-9.05,5.09,933,453,966,623,1227322,1228296,1229305,1231322,1233322
7,43,2,5,0,0,-1.73,-4.69,1280,800,1220,963,1233330,1234188,1235071,1237088,1238963
7,44,5,5,10,-10,5.07,-10.83,1627,1147,1456,1176,1238971,1239912,1240921,1242938,1244938
7,45,1,10,-10,0,-3.25,-7.38,933,800,1167,1056,1244946,1245962,1246471,1248488,1249988
7,46,3,5,-10,10,-5.73,7.39,933,453,1081,543,1249995,1250937,1251321,1253338,1254713
7,47,0.5,10,0,-10,-6.78,-2.65,1280,1147,1045,892,1254720,1255637,1256645,1258662,1260663
7,48,0.5,10,-10,10,-0.8,13.91,933,453,1252,317,1260670,1261753,1262012,1264029,1265279
7,49,0.5,5,0,-10,-0.52,-5.03,1280,1147,1262,975,1265287,1266253,1266512,1268529,1269779
7,50,3,5,10,0,5.24,-1.53,1627,800,1462,853,1269787,1270761,1271770,1273787,1275787
7,51,3,5,0,-10,-3.22,-6.18,1280,1147,1168,1015,1275795,1276902,1277786,1279803,1281678
7,52,0.5,10,10,10,1.08,5.47,1627,453,1318,610,1281686,1282752,1283761,1285778,1287778
7,53,4,10,10,-10,10.03,-0,1627,1147,1629,800,1287786,1288727,1289486,1291503,1293253
7,54,1,5,10,0,5.11,-1.05,1627,800,1458,837,1293261,1294752,1295010,1297027,1298277
7,55,1,10,0,0,-0.42,9.99,1280,800,1265,453,1298285,1299718,1300102,1302119,1303494
7,56,1.5,10,0,-10,9.88,-8.47,1280,1147,1623,1094,1303502,1304410,1304793,1306810,1308185
7,57,0.5,5,10,10,13.52,6.44,1627,453,1749,576,1474820,1478319,1479328,1481344,1483344
7,58,0.5,10,10,0,0.05,-1,1627,800,1282,835,1483353,1484236,1484619,1486636,1488011
7,59,1.5,10,10,-10,0.83,-6.01,1627,1147,1309,1009,1488020,1489044,1489678,1491694,1493319
7,60,1.5,5,0,-10,4.78,-8.54,1280,1147,1446,1097,1493328,1494143,1494902,1496918,1498669
7,61,1.5,10,-10,0,-0.59,3.39,933,800,1259,682,1498677,1500910,1501544,1503560,1505185
7,62,1,5,10,-10,11.38,-5.19,1627,1147,1675,980,1505194,1506126,1507135,1509151,1511152
7,63,3,10,10,10,0.42,12.86,1627,453,1295,353,1511160,1512018,1512901,1514918,1516793
7,64,4,10,0,0,-7.15,6.99,1280,800,1032,557,1516802,1517826,1518709,1520726,1522601
7,65,0.5,10,-10,10,-7.37,0.35,933,453,1024,788,1522609,1523467,1524351,1526367,1528243
7,66,3,10,0,0,-9.72,-2.33,1280,800,942,881,1528251,1529075,1529584,1531600,1533101
7,67,4,5,0,0,-4.22,-2.68,1280,800,1133,893,1533109,1533883,1534642,1536658,1538409
7,68,4,5,-10,-10,-5.44,-12.04,933,1147,1091,1218,1538417,1539375,1540009,1542025,1543650
7,69,1.5,10,-10,0,-3.03,7.17,933,800,1175,551,1543659,1544583,1544842,1546858,1548108
7,70,4,10,0,0,-8.94,4.48,1280,800,969,644,1548117,1548925,1549183,1551191,1552441
7,71,3,10,-10,10,-1.26,14.85,933,453,1236,284,1552450,1553291,1553674,1555691,1557066
7,72,4,10,-10,0,-9.97,-10,933,800,934,1147,1557075,1557899,1558408,1560424,1561924
7,73,4,10,0,0,-4.7,8.83,1280,800,1117,493,1561933,1562707,1562966,1564982,1566233
7,74,1.5,5,10,-10,6.42,-6.51,1627,1147,1503,1026,1566241,1567057,1567691,1569707,1571332
7,75,5,10,10,0,0.11,-1.45,1627,800,1284,850,1571341,1572532,1573291,1575307,1577057
7,76,1.5,10,0,-10,3.27,-0.55,1280,1147,1394,819,1577066,1577990,1578500,1580515,1582015
7,77,2,10,10,-10,6.81,-0.52,1627,1147,1516,818,1582025,1582906,1583290,1585306,1586682
7,78,3,10,0,-10,-1.95,-0.19,1280,1147,1212,807,1586691,1587423,1588307,1590323,1592198
7,79,5,5,-10,10,-5.02,10.39,933,453,1106,439,1592207,1593673,1594057,1596073,1597448
7,80,1,10,10,-10,0.09,-11.33,1627,1147,1283,1193,1597456,1598347,1599106,1601122,1602873
7,81,5,5,0,0,-2.96,-4.03,1280,800,1177,940,1602882,1603772,1604281,1606297,1607798
7,82,0.5,5,0,0,-4.26,-2.62,1280,800,1132,891,1607806,1608705,1609089,1611105,1612481
7,83,4,10,10,0,4.81,8.55,1627,800,1447,503,1612489,1613372,1614130,1616147,1617897
7,84,5,5,-10,0,-7.81,-4.49,933,800,1009,956,1617906,1618688,1619072,1621088,1622464
7,85,1.5,5,0,10,4.84,8.74,1280,453,1448,496,1760308,1763232,1764241,1766258,1768258
7,86,5,10,0,0,-7.51,6.6,1280,800,1019,571,1768266,1769032,1769916,1771933,1773808
7,87,3,10,-10,0,-8.87,-9.94,933,800,972,1145,1773816,1774749,1775382,1777399,1779025
7,88,2,5,0,10,2.11,5.46,1280,453,1353,610,1779032,1780123,1780507,1782524,1783899
7,89,2,5,-10,0,-5.67,2.51,933,800,1083,713,1783907,1784840,1785099,1787116,1788366
7,90,5,10,-10,-10,-1.27,-14.87,933,1147,1236,1317,1788373,1789215,1789598,1791615,1792990
7,91,2,5,10,-10,5.03,-10.55,1627,1147,1455,1166,1792998,1793873,1794131,1796148,1797399
7,92,3,10,10,-10,1.32,-5.04,1627,1147,1326,975,1797406,1798356,1799239,1801257,1803132
7,93,2,10,-10,-10,-12.78,-0.39,933,1147,836,814,1803139,1803989,1804498,1806515,1808015
7,94,1,10,0,-10,4.23,-0.94,1280,1147,1427,833,1808023,1809056,1809689,1811706,1813332
7,95,1.5,5,0,-10,1.74,-5.31,1280,1147,1340,984,1813340,1814239,1814622,1816639,1818014
7,96,2,10,-10,-10,-16.52,-2.42,933,1147,706,884,1818022,1818813,1819073,1821089,1822339
7,97,0.5,5,0,0,-2.54,-4.31,1280,800,1192,950,1822347,1823197,1824080,1826097,1827973
7,98,2,5,10,10,9.38,5.04,1627,453,1606,625,1827980,1829196,1829830,1831847,1833472
7,99,1,10,10,0,5.77,-9.06,1627,800,1480,1115,1833480,1834271,1835280,1837297,1839297
7,100,1,5,-10,-10,-5.04,-9.39,933,1147,1105,1126,1839305,1840338,1840596,1842613,1843864
7,101,5,10,0,-10,5.98,-1.98,1280,1147,1488,869,1843871,1844704,1844963,1846980,1848230
7,102,2,5,-10,10,-12.31,5.57,933,453,852,607,1848239,1849229,1849862,1851871,1853496
7,103,1.5,5,0,10,-4.97,9.43,1280,453,1107,472,1853504,1854395,1855029,1857046,1858671
7,104,1,10,-10,10,-12.84,0.41,933,453,834,786,1858679,1859695,1860704,1862721,1864721
7,105,5,10,10,10,1.2,5.24,1627,453,1322,618,1864729,1865653,1866537,1868554,1870429
7,106,4,10,10,0,0.01,0.42,1627,800,1280,785,1870437,1871411,1872295,1874312,1876187
7,107,1,5,-10,10,-10.6,5.04,933,453,912,625,1876195,1877103,1877862,1879878,1881629
7,108,1.5,5,10,-10,5.35,-11.83,1627,1147,1466,1211,1881636,1882569,1882828,1884845,1886095
7,109,2,5,0,0,-2.1,4.54,1280,800,1207,642,1886103,1887019,1887653,1889670,1891295
7,110,4,10,0,10,8.42,4.6,1280,453,1572,640,1891302,1892977,1893860,1895878,1897753
7,111,3,5,10,-10,10.42,-5.02,1627,1147,1642,974,1897761,1898768,1899277,1901294,1902795
7,112,5,5,10,-10,6.53,-6.4,1627,1147,1507,1022,1902802,1903652,1903910,1905927,1907178
7,113,2,5,-10,-10,-5.69,-7.46,933,1147,1082,1059,2043613,2049412,2050421,2052438,2054438
7,114,1,5,0,-10,3.14,-6.11,1280,1147,1389,1012,2054446,2055395,2056279,2058296,2060171
7,115,3,5,-10,10,-12.43,5.63,933,453,848,604,2060179,2061179,2061687,2063704,2065204
7,116,1,10,10,10,0.89,14.12,1627,453,1311,309,2065212,2066128,2066887,2068904,2070654
7,117,0.5,10,-10,-10,-5.14,-1.26,933,1147,1101,844,2070662,2071511,2072520,2074537,2076537
7,118,4,5,10,10,5.09,9.08,1627,453,1457,485,2076545,2077311,2078195,2080212,2082087
7,119,1.5,5,0,-10,4.24,-7.35,1280,1147,1427,1055,2082095,2083003,2083636,2085653,2087278
7,120,3,5,-10,-10,-9.26,-5.06,933,1147,958,976,2087286,2088203,2088836,2090853,2092478
7,121,1.5,10,10,10,13.24,0.54,1627,453,1740,781,2092486,2093369,2093753,2095770,2097145
7,122,2,10,-10,0,-1.65,-5.5,933,800,1223,991,2097152,2098144,2098652,2100669,2102169
7,123,3,5,10,10,5.07,10.83,1627,453,1456,424,2102177,2103044,2103802,2105819,2107569
7,124,1.5,5,10,0,5.1,-0.99,1627,800,1457,834,2107577,2108410,2109044,2111061,2112686
7,125,1.5,5,-10,10,-5.14,8.84,933,453,1102,493,2112694,2113643,2113902,2115919,2117169
7,126,5,5,-10,-10,-5.01,-9.77,933,1147,1106,1139,2117177,2118126,2118635,2120652,2122152
7,127,3,10,10,-10,1.35,-4.99,1627,1147,1327,973,2122160,2123018,2123526,2125543,2127043
7,128,3,5,0,-10,-0.57,-5.03,1280,1147,1260,975,2127051,2127976,2128985,2131001,2133002
7,129,2,10,0,0,-7.83,6.22,1280,800,1008,584,2133009,2133767,2134401,2136418,2138043
7,130,0.5,5,0,10,-4.59,8.02,1280,453,1121,522,2138051,2139034,2139542,2141559,2143060
7,131,3,5,10,0,8.09,-4.62,1627,800,1561,961,2143067,2144008,2144767,2146784,2148535
7,132,1,5,10,-10,12.54,-5.69,1627,1147,1715,998,2148542,2149383,2149767,2151784,2153160
7,133,0.5,10,0,10,-8.96,5.56,1280,453,969,607,2153167,2154058,2154691,2156709,2158334
7,134,1,10,0,0,-8.01,5.98,1280,800,1002,592,2158342,2159200,2160083,2162100,2163976
7,135,4,10,0,10,9.16,5.99,1280,453,1598,592,2163983,2164899,2165660,2167675,2169425
7,136,5,10,-10,-10,-16.72,-2.6,933,1147,699,890,2169433,2170499,2170758,2172775,2174025
7,137,0.5,5,0,-10,-3.22,-6.17,1280,1147,1168,1014,2174032,2175083,2175591,2177608,2179108
7,138,2,10,10,10,0.72,13.72,1627,453,1305,323,2179116,2180040,2180549,2182566,2184066
7,139,1,5,10,0,5.04,0.63,1627,800,1455,778,2184074,2184857,2185491,2187507,2189133
7,140,2,10,0,0,-8.87,4.62,1280,800,972,640,2189140,2190290,2191173,2193191,2195066
8,1,4,10,10,-10,13.13,-0.5,1627,1147,1736,817,12549701,12552693,12553202,12555228,12556729
8,2,3,5,10,10,5,9.98,1627,453,1454,453,12556745,12558009,12558518,12560534,12562035
8,3,3,5,-10,-10,-5.01,-9.63,933,1147,1106,1135,12562055,12563009,12563268,12565284,12566534
8,4,4,5,0,-10,-3.88,-6.85,1280,1147,1145,1038,12566554,12567359,12568118,12570134,12571884
8,5,3,10,10,10,12.51,0.32,1627,453,1715,789,12571918,12574334,12575093,12577120,12578871
8,6,5,5,10,0,6.18,-3.23,1627,800,1495,912,12578896,12579225,12579608,12581625,12583000
8,7,1,5,0,0,-4.74,-1.59,1280,800,1115,855,12583018,12584058,12585067,12587083,12589083
8,8,0.5,5,10,0,5.43,-2.04,1627,800,1469,871,12589104,12590508,12591266,12593279,12595029
8,9,1,5,-10,10,-5.28,11.64,933,453,1097,396,12595053,12595449,12596208,12598227,12599977
8,10,3,5,10,10,12.83,5.88,1627,453,1726,596,12600000,12600999,12601633,12603652,12605277
8,11,4,10,0,10,-2.46,0.31,1280,453,1194,789,12605303,12606691,12606949,12608968,12610218
8,12,2,10,10,-10,5.56,-1.04,1627,1147,1473,836,12610241,12612074,12612832,12614852,12616602
8,13,3,5,0,-10,3.75,-6.69,1280,1147,1410,1032,12616636,12616932,12617190,12619218,12620468
8,14,2,10,10,10,9.7,0,1627,453,1617,800,12620500,12621623,12622134,12624151,12625651
8,15,2,5,10,-10,11.83,-5.35,1627,1147,1691,986,12625676,12626857,12627365,12629385,12630885
8,16,1.5,5,10,0,5.24,1.52,1627,800,1462,747,12630909,12631815,12632823,12634843,12636843
8,17,2,5,0,10,-4.82,8.69,1280,453,1112,498,12636874,12637898,12638156,12640182,12641432
8,18,5,5,-10,10,-5,10.18,933,453,1106,446,12641456,12643306,12643940,12645965,12647591
8,19,4,5,10,-10,9.1,-5.08,1627,1147,1596,977,12647623,12649722,12650606,12652632,12654507
8,20,5,10,10,-10,15.94,-1.96,1627,1147,1834,868,12654547,12655522,12656530,12658556,12660556
8,21,0.5,5,10,-10,8.7,-5.17,1627,1147,1582,980,12660580,12661547,12662307,12664331,12666081
8,22,2,10,0,0,-0.95,9.95,1280,800,1247,454,12666116,12667347,12667730,12669756,12671131
8,23,5,5,-10,0,-7.96,-4.56,933,800,1004,959,12671166,12672305,12672565,12674589,12675839
8,24,5,10,0,-10,-9.12,-5.89,1280,1147,963,1005,12675863,12676988,12677622,12679647,12681272
8,25,4,5,0,0,-0.63,-4.96,1280,800,1258,972,12681305,12682796,12683179,12685205,12686580
8,26,1,10,-10,10,-1.54,15.34,933,453,1226,267,12686613,12687654,12688538,12690563,12692438
8,27,0.5,5,10,10,13.08,6.06,1627,453,1734,589,12692474,12693595,12694229,12696255,12697880
8,28,5,5,10,-10,12.81,-5.86,1627,1147,1725,1004,12697904,12698812,12699570,12701588,12703338
8,29,0.5,10,-10,10,-0,9.98,933,453,1280,453,13060098,13061998,13062756,13064773,13066523
8,30,5,10,0,10,-9.32,6.38,1280,453,956,578,13066551,13067347,13067606,13069622,13070872
8,31,0.5,5,-10,0,-5.29,1.68,933,800,1096,741,13070892,13072789,13073672,13075689,13077564
8,32,1,10,0,-10,-8.55,-4.81,1280,1147,983,967,13077592,13078864,13079247,13081263,13082639
8,33,5,5,0,10,4.9,8.99,1280,453,1450,488,13082659,13084313,13084697,13086713,13088088
8,34,1.5,10,0,0,-8.71,-4.92,1280,800,978,971,13088109,13090405,13091413,13093421,13095422
8,35,2,5,-10,0,-9.84,5,933,800,938,626,13095442,13096554,13097188,13099204,13100830
8,36,5,10,0,0,-7.57,-6.53,1280,800,1017,1027,13100856,13101954,13102838,13104858,13106733
8,37,0.5,5,-10,10,-5.71,12.57,933,453,1082,363,13106755,13107746,13108754,13110774,13112774
8,38,5,10,0,0,-9.18,3.95,1280,800,961,663,13112801,13113737,13114371,13116398,13118023
8,39,2,5,-10,0,-7.08,-4.06,933,800,1034,941,13118055,13119037,13119920,13121940,13123815
8,40,0.5,5,-10,0,-5.23,-1.49,933,800,1098,852,13123845,13125537,13126045,13128074,13129574
8,41,1.5,5,-10,0,-6.4,3.47,933,800,1058,679,13129613,13130645,13131529,13133547,13135422
8,42,0.5,10,-10,0,-4.6,8.42,933,800,1120,508,13135453,13136561,13137195,13139214,13140839
8,43,4,10,0,-10,9.95,-8.98,1280,1147,1626,1112,13140864,13141978,13142486,13144505,13146006
8,44,3,5,10,10,7.04,5.97,1627,453,1525,593,13146061,13147277,13147661,13149680,13151056
8,45,5,5,0,0,-4.98,-0.44,1280,800,1107,815,13151081,13152327,13153211,13155237,13157112
8,46,5,5,0,-10,-4.52,-7.85,1280,1147,1123,1073,13157145,13158210,13158719,13160745,13162245
8,47,1,10,10,10,6.24,0.74,1627,453,1497,774,13162270,13163460,13164344,13166361,13168237
8,48,0.5,5,10,0,6.54,3.61,1627,800,1507,674,13168260,13169410,13170418,13172444,13174444
8,49,3,5,-10,0,-5.6,2.37,933,800,1086,718,13174477,13175676,13176185,13178211,13179711
8,50,0.5,10,10,0,0.06,1.08,1627,800,1282,762,13179746,13180884,13181893,13183919,13185919
8,51,2,5,10,-10,13.19,-6.15,1627,1147,1738,1013,13185953,13187342,13188351,13190377,13192377
8,52,3,5,-10,-10,-9.05,-5.09,933,1147,966,977,13192401,13193842,13194726,13196752,13198627
8,53,0.5,10,10,0,2.89,-7.03,1627,800,1380,1044,13198660,13199925,13200434,13202460,13203960
8,54,3,10,-10,0,-0.22,2.1,933,800,1272,727,13204001,13205425,13205809,13207834,13209210
8,55,3,10,-10,-10,-0.67,-13.61,933,1147,1257,1273,13209244,13210525,13210783,13212809,13214059
8,56,4,5,0,0,-3.26,3.79,1280,800,1167,668,13214084,13215333,13215717,13217743,13219118
8,57,3,10,-10,10,-4.59,1.59,933,453,1120,745,13394935,13396801,13397684,13399701,13401576
8,58,0.5,10,-10,-10,-14.6,-1.12,933,1147,773,839,13401595,13402692,13403076,13405092,13406467
8,59,0.5,5,0,-10,4.63,-8.12,1280,1147,1441,1082,13406484,13407517,13408401,13410417,13412292
8,60,1.5,10,0,10,6.51,2.41,1280,453,1506,716,13412313,13413542,13413926,13415942,13417317
8,61,3,10,10,-10,12.23,-0.25,1627,1147,1705,809,13417336,13418458,13419467,13421483,13423484
8,62,1.5,10,-10,10,-5.09,1.29,933,453,1103,755,13423491,13424608,13425117,13427133,13428633
8,63,5,10,0,10,9.46,6.75,1280,453,1609,565,13428641,13429958,13430842,13432858,13434733
